index,titulo,URL,index,resumo,check
645,É #FAKE vídeo em que Janones diz que Lula vai acabar com o Auxílio Brasil,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/11/11/e-fake-video-em-que-janones-diz-que-lula-vai-acabar-com-o-auxilio-brasil.ghtml,647.0,janones não se refere a lula quando diz ele quer acabar com o auxílio para vingar de vocês vídeo original mostra que na verdade ele está se referindo ao presidente jair bolsonaro,fake
646,É #FAKE vídeo em que policiais rodoviários federais entoam gritos com críticas ao STF,https://g1.globo.com/fato-ou-fake/video/e-fake-video-em-que-policiais-rodoviarios-federais-entoam-gritos-com-criticas-ao-stf-11114869.ghtml,648.0,é fake vídeo em que policiais rodoviários federais marcham e entoam gritos com críticas ao stf,fake
647,É #FAKE vídeo em que policiais rodoviários federais marcham e entoam gritos com críticas ao STF,https://g1.globo.com/fato-ou-fake/noticia/2022/11/10/e-fake-video-em-que-policiais-rodoviarios-federais-marcham-e-entoam-gritos-com-criticas-ao-stf.ghtml,649.0,de acordo com a polícia rodoviária federal prf e com a universidade corporativa da polícia rodoviária federal uniprf o vídeo foi manipulado pois o áudio é fake,fake
648,"É #FAKE que seção 103 em Itacoatiara, AM, teve zero votos para Bolsonaro",https://g1.globo.com/fato-ou-fake/noticia/2022/11/08/e-fake-que-secao-103-em-itacoatiara-am-teve-zero-votos-para-bolsonaro.ghtml,650.0,o tribunal superior eleitoral tse esclarece que na seção foram registrados votos para bolsonaro e para lula,fake
649,É #FAKE que votos de milhares de eleitores em Miami não foram contabilizados,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/11/07/e-fake-que-voto-de-milhares-de-eleitores-em-miami-nao-foram-contabilizados.ghtml,651.0,seção não aparece no etítulo porque foi agregada à seção que registra sim votos para os dois candidatos à presidência em o boletim de urna revela votos para bolsonaro e para lula,fake
650,"É #FAKE que 5,1 mihões de votos foram roubados de Bolsonaro",https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/11/07/e-fake-que-51-mihoes-de-votos-foram-roubados-de-bolsonaro.ghtml,652.0,publicação em inglês foi feita por empresário citado em dezenas de checagens que desmentiram alegações falsas,fake
651,É #FAKE que Bolsonaro não recebeu nenhum voto em Manicoré (AM),https://g1.globo.com/fato-ou-fake/noticia/2022/11/06/e-fake-que-bolsonaro-nao-recebeu-nenhum-voto-em-manicore-am.ghtml,653.0,a cidade teve votos a favor de bolsonaro no segundo turno da eleição lula foi o candidato mais votado com o apoio de eleitores,fake
652,É #FAKE que urnas eletrônicas de modelos anteriores a 2020 não foram auditadas,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/11/05/e-fake-que-urnas-eletronicas-de-modelos-anteriores-a-2020-nao-foram-auditadas.ghtml,654.0,tse faz auditorias nas urnas desde sem restrição de modelos equipamentos passam por dois testes de integridade e de autenticidade para garantir que não há divergência entre votos dados e votos registrados pelas urnas,fake
653,É #FAKE que imagem em que aparece Lady Gaga mostre conversa entre Bolsonaro e ministra sobre eleições,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/11/04/e-fake-que-imagem-em-que-aparece-lady-gaga-mostre-conversa-entre-bolsonaro-e-ministra-sobre-eleicoes.ghtml,655.0,a imagem que circula em redes sociais mostra na verdade a cantora lady gaga nome artístico de stefani germanotta,fake
654,É #FAKE que g1 publicou reportagem afirmando que Alckmin diz que taxação do Pix é necessária,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/11/04/e-fake-que-g1-publicou-reportagem-afirmando-que-alckmin-diz-que-taxacao-do-pix-e-necessaria.ghtml,656.0,o g não publicou reportagem com esse título e conteúdo a imagem é uma montagem realizada a partir de uma manipulação fraudulenta uma vez obtida a imagem fraudadores passam a compartilhar em redes sociais,fake
655,É #FAKE que homem roubou celular por achar que crime estaria liberado após eleição,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/11/03/e-fake-que-homem-roubou-celular-por-achar-que-crime-estaria-liberado-apos-eleicao.ghtml,657.0,polícia civil do pará disse ao g que não consta no depoimento oficial que a motivação do crime teria sido o resultado das eleições presidenciais,fake
656,É #FAKE que vídeo mostre petistas saqueando loja da Havan após eleição,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/11/02/e-fake-que-video-mostre-petistas-saqueando-loja-da-havan-apos-eleicao.ghtml,658.0,material é uma montagem de dois acontecimentos diferentes uma destruição provocada por uma ventania numa loja da empresa no interior de sp e um ataque feito por um homem em farmácia do rio de janeiro,fake
657,É #FAKE que fraude nas urnas é comprovada por seção de Confresa (MT) onde Lula teve 100% dos votos válidos,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/11/02/e-fake-que-fraude-nas-urnas-e-comprovada-por-secao-de-confresa-mt-onde-lula-teve-100percent-dos-votos-validos.ghtml,659.0,seção fica dentro da aldeia indígena urubu branco que declarou apoio ao presidente eleito todos os eleitores que votaram no local são indígenas aldeia afirma que está recebendo ataques após mensagens falsas,fake
658,É #FAKE que fraude nas urnas é comprovada por seção de Confresa (MT) onde Lula teve 100% dos votos válidos,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/11/02/e-fake-que-fraude-nas-urnas-e-comprovada-por-secao-de-confresa-mt-onde-lula-teve-100percent-dos-votos-validos.ghtml,660.0,seção fica dentro da aldeia indígena urubu branco que declarou apoio ao presidente eleito todos os eleitores que votaram no local são indígenas aldeia afirma que está recebendo ataques após mensagens falsas,fake
659,É #FAKE que Ratinho criticou em vídeo bloqueios de rodovias por bolsonaristas contra resultado das eleições,https://g1.globo.com/fato-ou-fake/noticia/2022/11/02/e-fake-que-ratinho-criticou-em-video-bloqueios-de-rodovias-por-bolsonaristas-contra-resultado-das-eleicoes.ghtml,661.0,vídeo no qual o apresentador critica manifestações após as eleições como coisa de imbecil é de mas está circulando como se fosse deste ano caminhoneiros próbolsonaro fecham rodovias federais desde o resultado do último domingo,fake
660,É #FAKE que Torre Eiffel foi iluminada de verde e amarelo em homenagem à vitória de Lula,https://g1.globo.com/fato-ou-fake/noticia/2022/11/01/e-fake-que-torre-eiffel-foi-iluminada-de-verde-e-amarelo-em-homenagem-a-vitoria-de-lula.ghtml,662.0,a foto usada na mensagem foi registrada em quando a copa mundial de rugby foi sediada na frança a mesma imagem foi checada em quando mensagem falsa alegava que a torre eiffel e empire state foram iluminados de verde e amarelo no de setembro em apoio a atos no brasil,fake
661,É #FAKE que vídeo mostre Lula agradecendo ao chefe do tráfico por eleição,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/11/01/e-fake-que-video-mostre-lula-agradecendo-ao-chefe-do-trafico-por-eleicao.ghtml,663.0,vídeo foi gravado durante encontro com representantes dos motoboys em sp marcola é o nome de um sociólogo assessor de lula já mencionado em sua biografia,fake
662,É #FAKE print de tuíte atribuído a Lula sobre mudança nas polícias e repressão a caminhoneiros,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/11/01/e-fake-print-de-tuite-atribuido-a-lula-sobre-mudanca-nas-policias-e-repressao-a-caminhoneiros.ghtml,664.0,as imagens são falsas e foram montadas por meio de fraude busca avançada na conta verificada de lula no twitter releva que não há resultado para as expressões contidas nos prints falsos,fake
663,É #FAKE que média de percentuais de votos por região mostre Bolsonaro à frente de Lula,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/11/01/e-fake-que-media-de-percentuais-de-votos-por-regiao-mostre-bolsonaro-a-frente-de-lula.ghtml,665.0,a afirmação do autor do vídeo ao dizer que há dados incorretos é falsa visto que os cálculos apresentados por ele estão errados cálculo não leva em consideração o número de votos em cada região e usa apenas os percentuais erro é demonstrado pelo professor universitário conrad elber pinheiro mestre em estatística e autor do canal professor guru no youtube,fake
664,É #FAKE que vídeo mostra tela do terminal do mesário com voto em Lula e Bolsonaro ao mesmo tempo,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/30/e-fake-que-video-mostra-tela-do-terminal-do-mesario-com-voto-em-lula-e-bolsonaro-ao-mesmo-tempo.ghtml,666.0,números mostrados em visor do terminal do mesário não são de votos para cada um dos candidatos eles apontam na verdade o número de eleitores que votaram o total de eleitores os habilitados por código e os que têm biometria,fake
665,É #FAKE vídeo que diz que Barroso declara apoio a Bolsonaro,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/30/e-fake-video-que-diz-que-barroso-declara-apoio-a-bolsonaro.ghtml,667.0,o vídeo original foi gravado no dia de abril de trechos que possuem críticas ao pt foram de fato retirados do voto do ministro mas ele não cita nenhum dos dois candidatos à presidência o vídeo traz diferentes momentos editados e condensados sem ordem cronológica correta,fake
666,É #FAKE que vídeo com homens de amarelo e vermelho em blitz tenha relação com o 2º turno,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/30/e-fake-que-video-com-homens-de-amarelo-e-vermelho-em-blitz-tenha-relacao-com-o-2o-turno.ghtml,668.0,o vídeo em questão não tem relação com as cerca de operações realizadas neste domingo pela polícia rodoviária federal prf contra ônibus de eleitores na verdade as imagens mostram uma abordagem policial em abril de a torcedores que estavam indo ao jogo da final da copa do nordeste entre fortaleza e sport na capital cearense,fake
667,É #FAKE que operação da PF apreendeu R$ 985 milhões destinados à campanha de Lula,https://g1.globo.com/fato-ou-fake/noticia/2022/10/30/e-fake-que-operacao-da-pf-apreendeu-r-985-milhoes-destinados-a-campanha-de-lula.ghtml,669.0,montagem simula notícia do g com base em imagem de apreensão de drogas realizada pela fab em agosto de e nome de repórter que não é da equipe do portal,fake
668,É #FAKE vídeo que mostra Lula e Janja na campanha de fim de ano da Globo,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/30/e-fake-video-que-mostra-lula-e-janja-na-campanha-de-fim-de-ano-da-globo.ghtml,670.0,vídeo em que apoiadores do expresidente cantam jingle com a expressão lula lá foi adulterado com a música usada pela emissora em campanha para a chegada de,fake
669,É #FAKE que g1 publicou reportagem em que Lula diz que educação de relacionamento homoafetivo nas escolas é prioridade,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/30/e-fake-que-g1-publicou-reportagem-em-que-lula-diz-que-educacao-de-relacionamento-homoafetivo-nas-escolas-e-prioridade.ghtml,671.0,imagem forjada usa visual parecido com o do g mas o site não publicou nenhuma reportagem com esse título ou conteúdo,fake
670,É #FAKE que Lula usou ponto eletrônico em debate da Globo,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/29/e-fake-que-lula-usou-ponto-eletronico-em-debate-da-globo.ghtml,672.0,trecho do debate que está circulando nas redes sociais mostra momento em que lula reclama que não estava conseguindo ouvir comunicação da globo afirma que o serviço de ponto não foi oferecido solicitado ou sequer disponibilizado para nenhum dos candidatos,fake
671,Veja o que é #FATO ou #FAKE nas falas dos presidenciáveis no debate da Globo do 2º turno,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/29/veja-o-que-e-fato-ou-fake-nas-falas-dos-presidenciaveis-no-debate-da-globo-do-2o-turno.ghtml,673.0,lula pt e jair bolsonaro pl participaram nesta sextafeira do último encontro antes do segundo turno das eleições,fake
672,"Corrupção, transposição do São Francisco e pobreza: veja os temas mais checados pelo Fato ou Fake nas falas de Lula e Bolsonaro",https://g1.globo.com/fato-ou-fake/politica/noticia/2022/10/28/corrupcao-transposicao-do-sao-francisco-e-pobreza-veja-os-temas-mais-checados-pelo-fato-ou-fake-nas-falas-de-lula-e-bolsonaro.ghtml,674.0,durante o período eleitoral o serviço de checagem do grupo globo analisou mais de declarações dos candidatos em debates entrevistas horário eleitoral eventos de campanha e redes sociais,fato
673,Veja o que é #FATO ou #FAKE nas falas dos candidatos ao governo de SP no debate da Globo do 2º turno,https://g1.globo.com/sp/sao-paulo/eleicoes/2022/noticia/2022/10/28/veja-o-que-e-fato-ou-fake-nas-falas-dos-candidatos-ao-governo-de-sp-no-debate-da-globo-do-2o-turno.ghtml,675.0,tarcísio de freitas republicanos e fernando haddad pt participaram nesta quintafeira do último encontro antes do segundo turno das eleições,fake
674,Veja o que é #FATO ou #FAKE nas declarações das candidatas ao governo de PE na última semana de campanha para o 2º turno,https://g1.globo.com/pe/pernambuco/eleicoes/2022/noticia/2022/10/28/veja-o-que-e-fato-ou-fake-nas-declaracoes-das-candidatas-ao-governo-de-pe-na-ultima-semana-de-campanha-para-o-2o-turno.ghtml,676.0,frases foram ditas em entrevistas à tv globo,fake
675,É #FAKE vídeo que atribui a Lula frase sobre nordestino analfabeto,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/27/e-fake-video-que-atribui-a-lula-frase-sobre-nordestino-analfabeto.ghtml,677.0,publicação elimina parte da frase em que lula atribui a declaração ao seu adversário jair bolsonaro que mencionou que o petista venceu o primeiro turno em nove dos dez estados com maior taxa de analfabetismo,fake
676,É #FAKE que Heineken mudou rótulo para estrela verde e amarela com número 22,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/27/e-fake-que-heineken-mudou-rotulo-para-estrela-verde-e-amarela-com-numero-22.ghtml,678.0,a heineken não produziu garrafas com o número impresso sobre a estrela verde detalhes em amarelo e a palavra brasil gravada no gargalo a imagem que circula nas redes sociais é uma montagem empresa diz que não apoia ou tem qualquer envolvimento com candidatos e partidos políticos,fake
677,É #FAKE que Bolsonaro disse em entrevista que cortará 25% dos salários e pensões,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/27/e-fake-que-bolsonaro-disse-em-entrevista-que-cortara-25percent-dos-salarios-e-pensoes.ghtml,679.0,no vídeo original do qual o trecho apresentado na mensagem falsa foi extraído bolsonaro não disse que vai cortar dos salários e pensões ao mencionar a expressão ele se referia a um projeto que não era do governo e que sequer saiu do papel,fake
678,Fake news: entenda como funciona a fábrica de desinformação política no Brasil,https://g1.globo.com/fato-ou-fake/noticia/2022/10/27/fake-news-entenda-como-funciona-a-fabrica-desinformacao-politica-no-brasil.ghtml,680.0,estudo do netlab da universidade federal do rio de janeiro ufrj aponta que desinformação é campanha permanente e tem estratégia sofisticada repetição faz com que mentiras se espalhem além das redes sociais,fato
679,Entenda como funciona a fábrica da desinformação,https://g1.globo.com/fato-ou-fake/video/entenda-como-funciona-a-fabrica-da-desinformacao-11064026.ghtml,681.0,a estratégia é complexa e envolve várias plataformas de redes sociais tudo começa com mensagens postadas em grupos fechados se a mentira cola ela é enviada para grupos e impulsionada por propagandas nas redes sociais depois é disseminada em todas as plataformas,fato
680,É #FAKE que imagem mostre Gilmar Mendes com filho de Lula em restaurante de Roma,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/26/e-fake-que-imagem-mostre-gilmar-mendes-com-filho-de-lula-em-restaurante-de-roma.ghtml,682.0,as imagens não mostram o ministro gilmar mendes almoçando como filho do lula na verdade ele está em um jantar com pessoas que não têm nenhum parentesco com o candidato,fake
681,É #FAKE que vídeo mostre MST bloqueando transposição do São Francisco,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/26/e-fake-que-video-mostre-mst-bloqueando-transposicao-do-sao-francisco.ghtml,683.0,o vídeo não mostra trabalhadores do mst bloqueando as águas de transposição do são francisco na verdade as cenas mostram homens que trabalham para melhorar a irrigação de lavouras e garantir o abastecimento de água em santa maria da boa vista pernambuco,fake
682,É #FAKE que g1 publicou reportagem afirmando que Lula escolheu Jean Wyllys para o Ministério da Educação,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/25/e-fake-que-g1-publicou-reportagem-afirmando-que-lula-escolheu-jean-wyllys-para-o-ministerio-da-educacao.ghtml,684.0,imagem forjada tem a identidade visual do g incluindo a logomarca da empresa mas nenhuma reportagem com esse título ou conteúdo foi publicada pelo portal,fake
683,É #FAKE que agente da PF atingida por Jefferson estava grávida,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/24/e-fake-que-agente-da-pf-atingida-por-jefferson-estava-gravida.ghtml,685.0,polícia federal afirma que as informações veiculadas sobre uma possível gravidez da agente assim como que ela teria perdido o filho no ataque são falsas xuxa não postou tuíte com tal conteúdo,fake
684,É #FAKE que vídeo mostre integrantes do MST explodindo embarcação,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/24/e-fake-que-video-mostre-integrantes-do-mst-explodindo-embarcacao.ghtml,686.0,vídeo foi gravado durante operação da pf e do ibama contra mineradores ilegais a polícia usa dinamites para explodir as dragas e assim tornálas inutilizáveis,fake
685,É #FAKE que pergunta sobre quartos e banheiros no Censo é para orientar divisão de imóveis com sem-teto,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/24/e-fake-que-pergunta-sobre-quartos-e-banheiros-no-censo-e-para-orientar-divisao-de-imoveis-com-sem-teto.ghtml,687.0,ibge desmente mensagens falsas com esse teor objetivo das perguntas é avaliar as condições de vida e acesso a saneamento e embasar políticas públicas em locais que precisam de melhorias dados individuais são sigilosos,fake
686,Veja o que é #FATO ou #FAKE nas declarações dos candidatos ao governo de SP na 3ª semana de campanha do 2º turno,https://g1.globo.com/sp/sao-paulo/eleicoes/2022/noticia/2022/10/24/veja-o-que-e-fato-ou-fake-nas-declaracoes-dos-candidatos-ao-governo-de-sp-na-3a-semana-de-campanha-do-2o-turno.ghtml,688.0,frases foram ditas em entrevistas debates e sabatinas realizadas ao longo da semana,fake
687,É #FAKE que TSE proibiu campanha sobre o Dia do Médico em 2022,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/23/e-fake-que-tse-proibiu-campanha-sobre-o-dia-do-medico-em-2022.ghtml,689.0,conselho federal de medicina diz que suspendeu a divulgação do evento após saber de decisão da justiça eleitoral que não teria autorizado pedido do conselho federal de medicina veterinária para realizar campanha no período eleitoral tse esclarece que não há essa decisão,fake
688,"É #FAKE foto de Casimiro com balões no formato do número 22, compartilhada por Flavio Bolsonaro",https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/23/e-fake-foto-de-casimiro-com-baloes-no-formato-do-numero-22-compartilhada-por-flavio-bolsonaro.ghtml,690.0,a imagem foi editada a foto verdadeira está no perfil do instagram de casimiro foi postada na sextafeira e os balões formam o número idade do youtuber à noite senador pediu desculpas,fake
689,É #FAKE imagem que mostra Lula e Eduardo Paes ao lado do traficante Celsinho da Vila Vintém,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/22/e-fake-imagem-que-mostra-lula-e-eduardo-paes-ao-lado-do-traficante-celsinho-da-vila-vintem.ghtml,691.0,a imagem é uma montagem a fraude usou como base uma foto real feita em de setembro na qual quem aparece ao lado deles é o deputado estadual andré ceciliano pt o criminoso deixou a cadeia no último dia após anos preso,fake
690,"É #FAKE que Lula chamou seus apoiadores de vagabundos, bandidos e traficantes",https://g1.globo.com/fato-ou-fake/noticia/2022/10/22/e-fake-que-lula-chamou-seus-apoiadores-de-vagabundos-bandidos-e-traficantes.ghtml,692.0,vídeo que circula em redes sociais foi editado para fazer parecer que presidenciável fez a declaração no vídeo original gravado em ele diz precisamente o contrário,fake
691,"É #FAKE áudio que fala em mutilação de crianças, 'purismo homossexual' e transexualidade como 'falha cognitiva'",https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/21/e-fake-audio-que-fala-em-mutilacao-de-criancas-purismo-homossexual-e-transexualidade-como-falha-cognitiva.ghtml,693.0,nada do que esse áudio diz é realidade não é verdade nem cientificamente nem socialmente afirma a presidente do conselho regional de psicologia do rio grande do sul fabiane machado,fake
692,Veja o que é #FATO ou #FAKE nas declarações das candidatas ao governo de PE na 3ª semana de campanha para o 2º turno,https://g1.globo.com/pe/pernambuco/eleicoes/2022/noticia/2022/10/21/veja-o-que-e-fato-ou-fake-nas-declaracoes-das-candidatas-ao-governo-de-pe-na-3a-semana-de-campanha-para-o-2o-turno.ghtml,694.0,frases foram ditas em entrevistas à tv globo e ao g,fake
693,É #FAKE que Lula diz em vídeo que chefe do tráfico vai agendar seus compromissos em SP,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/20/e-fake-que-lula-diz-em-video-que-chefe-do-trafico-vai-agendar-seus-compromissos-em-sp.ghtml,695.0,lula não se refere ao criminoso marcola mas ao assessor do pt marco aurélio santana ribeiro que tem o mesmo apelido,fake
694,É #FAKE que Lula defendeu no podcast Flow que político tem que mentir,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/20/e-fake-que-lula-defendeu-no-podcast-flow-que-politico-tem-que-mentir.ghtml,696.0,na verdade as frases foram pinçadas do vídeo original em que lula diz que não é preciso mentir e que há políticos sérios de direita de esquerda e de centro que não mentem,fake
695,É #FAKE que MST e movimentos de reforma agrária tenham incendiado carro de padre em Eldorado do Carajás,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/20/e-fake-que-mst-e-movimentos-de-reforma-agraria-tenham-incendiado-carro-de-padre-em-eldorado-do-carajas.ghtml,697.0,a diocese de marabá descarta que o incêndio tenha sido provocado por qualquer movimento social ou perseguição à igreja,fake
696,É #FAKE que g1 publicou reportagem sobre Lula escolher Dilma Rousseff como ministra da Economia,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/20/e-fake-que-g1-publicou-reportagem-sobre-lula-escolher-dilma-rousseff-como-ministra-da-economia.ghtml,698.0,imagem que circula pelas redes sociais é uma montagem com informações falsas,fake
697,É #FAKE que TSE tenha funcionário na Jovem Pan para fiscalizar trabalho de jornalistas,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/20/e-fake-que-tse-faca-censura-a-jovem-pan-e-tenha-funcionario-para-fiscalizar-trabalho-de-jornalistas.ghtml,699.0,vídeo que circula nas redes sociais mostra trecho de gravação de um programa da rádio narrador diz que homem presente na gravação é um funcionário do tse o que não é verdade,fake
698,É #FAKE que eleitor votou antes do prazo no 2º turno de 2022 em Belém,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/19/e-fake-que-eleitor-votou-antes-do-prazo-no-2o-turno-de-2022-em-belem.ghtml,700.0,no º turno a urna só recebe os votos do º turno e para votar no º turno o eleitor precisa se identificar novamente mensagem falsa se aproveita de imagem de comprovante de votação do º turno entregue por engano a eleitor,fake
699,É #FAKE que homem ao lado de Lula em vídeo foi preso por tiroteio que interrompeu evento de Tarcísio em SP,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/19/e-fake-que-homem-ao-lado-de-lula-em-video-foi-preso-por-tiroteio-que-interrompeu-evento-de-tarcisio-em-sp.ghtml,701.0,pessoas que aparecem nas imagens não têm relação com tiroteio que interrompeu evento do candidato ao governo de sp secretaria da segurança pública afirma que não é possível afirmar que tarcísio foi alvo de atentado,fake
700,É #FAKE que Polícia Federal fez exposição com pilhas de dinheiro roubado pelo PT,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/19/e-fake-que-policia-federal-fez-exposicao-com-pilhas-de-dinheiro-roubado-pelo-pt.ghtml,702.0,vídeo mostra grandes volumes de dinheiro no centro de curitiba na verdade tratase de uma ação de marketing de um filme feita em,fake
701,É #FAKE que Eduardo Leite tenha declarado voto em Bolsonaro em 2022,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/18/e-fake-que-eduardo-leite-tenha-declarado-voto-em-bolsonaro-em-2022.ghtml,703.0,vídeo foi gravado em quando eduardo leite efetivamente apoiou bolsonaro no segundo turno,fake
702,É #FAKE que padre mostrado em imagem foi agredido por bolsonaristas,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/18/e-fake-que-padre-mostrado-em-imagem-foi-agredido-por-bolsonaristas.ghtml,704.0,montagem fraudulenta copia elementos do g e mostra religioso norteamericano agredido em g não publicou reportagem com esse título e conteúdo,fake
703,É #FAKE que Lula disse no Twitter que vai bloquear poupanças em 2023 para manter Auxílio Brasil,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/18/e-fake-que-lula-disse-no-twitter-que-vai-bloquear-poupancas-em-2023-para-manter-auxilio-brasil.ghtml,705.0,imagem é uma montagem fraudulenta candidato não escreveu conteúdo em sua conta verificada no twitter,fake
704,É #FAKE que vídeo prove fraude na 1ª Zona Eleitoral de Manaus,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/18/e-fake-que-video-prove-fraude-na-1a-zona-eleitoral-de-manaus.ghtml,706.0,mulher que aparece em vídeo não conseguiu votar no primeiro momento porque outra eleitora deixou digital no local onde ela assinaria a justiça eleitoral verificou a situação a eleitora votou normalmente e depois fez outro vídeo para esclarecer episódio,fake
705,É #FAKE que vídeo do general Augusto Heleno se refira a ameaça contra Tarcísio de Freitas,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/17/e-fake-que-video-do-general-augusto-heleno-se-refira-a-ameaca-contra-tarcisio-de-freitas.ghtml,707.0,vídeo é antigo e se referia à ausência de bolsonaro a debates em episódio foi relatado pela imprensa na época publicação ganhou força após visita de tarcísio a uma comunidade em paraisópolis na zona sul de são paulo ser interrompida por um tiroteio,fake
706,É #FAKE print de Twitter em que Lula parabeniza moradores de Paraisópolis por ação contra Tarcísio de Freitas,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/17/e-fake-print-de-twitter-em-que-lula-parabeniza-moradores-de-paraisopolis-por-acao-contra-tarcisio-de-freitas.ghtml,708.0,conta oficial de lula no twitter não publicou o conteúdo um tiroteio interrompeu a visita do candidato do republicanos ao governo do estado de sp à comunidade no início da tarde desta segundafeira secretaria da segurança pública afirmou que não é possível afirmar que o tarcísio foi alvo de atentado,fake
707,É #FAKE print de Twitter de Lula que diz que tráfico de drogas gera riqueza,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/17/e-fake-print-de-twitter-de-lula-que-diz-que-trafico-de-drogas-gera-riqueza.ghtml,709.0,conteúdo não é encontrado no perfil de lula no twitter e nem em repositório de tuítes apagados de políticos assessoria do petista também afirma que ele não publicou mensagem com esse teor,fake
708,Veja o que é #FATO ou #FAKE nas falas dos presidenciáveis no primeiro debate do 2° turno,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/17/veja-o-que-e-fato-ou-fake-nas-falas-dos-presidenciaveis-no-primeiro-debate-do-2-turno.ghtml,710.0,os candidatos jair bolsonaro pl e lula pt participaram do debate organizado pelo grupo bandeirantes folha de spaulo uol tv cultura e cnn,fake
709,Veja o que é #FATO ou #FAKE nas declarações dos candidatos ao governo de SP na 2ª semana de campanha do 2º turno,https://g1.globo.com/sp/sao-paulo/eleicoes/2022/noticia/2022/10/17/veja-o-que-e-fato-ou-fake-nas-declaracoes-dos-candidatos-ao-governo-de-sp-na-2a-semana-de-campanha-do-2o-turno.ghtml,711.0,frases foram ditas em entrevistas debates e sabatinas realizadas após o resultado do º turno,fake
710,É #FAKE vídeo em que Bolsonaro diz que Michelle foi condenada por tráfico de drogas,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/14/e-fake-video-em-que-bolsonaro-diz-que-michelle-foi-condenada-por-trafico-de-drogas.ghtml,712.0,imagens foram manipuladas a partir de uma fala do presidente feita em,fake
711,É #FAKE que boletins de urna em vídeo provem que houve fraude eleitoral em MG,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/14/e-fake-que-boletins-de-urna-em-video-provem-que-houve-fraude-eleitoral-em-mg.ghtml,713.0,os boletins de urna não provam qualquer irregularidade segundo o tremg além disso as imagens foram gravadas no rio de janeiro e não em minas gerais,fake
712,É #FAKE que g1 publicou reportagem sobre Putin paralisar fornecimento de fertilizantes ao Brasil caso Lula seja eleito,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/14/e-fake-que-g1-publicou-reportagem-sobre-putin-paralisar-fornecimento-de-fertilizantes-ao-brasil-caso-lula-seja-eleito.ghtml,714.0,imagem que circula pelas redes sociais é uma montagem com informações falsas,fake
